,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.amazon,identifiers.amazon.co.uk_asin,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subject_times,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL6231798A'}],Nguyêñ Du ; translated and annotated by Hu`ynh Sanh Thông ; with a historical essay by Alexander B. Woodside.,"['Hu`ynh, Sanh Thông.']",,,,,/type/datetime,2008-11-01T12:01:12.112719,,,,['895.9/2212'],,,,,,,,,,['4820416'],,['1358499'],['0300028733'],,,/books/OL21240917M,[{'key': '/languages/vie'}],/type/datetime,2010-08-18T20:19:07.868364,3,,,,,,/type/text,"Bibliography, p209-210.

Parallel Vietnamese text and English translation.",211.0,,,,,"xl,211p.,(2)p. of plates :",,,xxk,1983,"['New Haven, (Conn.)', 'London']",['Yale University Press'],3,,,,,,,a bilingual edition of Truyên Kiêù,,tale of Kiêù,The ,/type/edition,,,,,,['Truyên Kiêù.'],
0,[{'key': '/authors/OL6232064A'}],"Virginia Blain, Patricia Clements, Isobel Grundy.","['Clements, Patricia.', 'Grundy, Isobel.']",,,,,/type/datetime,2008-11-01T12:07:13.081855,,,,['820.9/0003'],,,,,,,,,,['839649'],,['237232'],['0300048548'],,,/books/OL21242177M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:19:07.868364,4,['PR111'],,,,,/type/text,Includes bibliographical references (p. (1204)-1208) and indexes.,1231.0,,,,,1231 p. ;,,,xxu,1990,['New Haven'],['Yale University Press'],4,,,,,,"['English literature -- Women authors -- Dictionaries.', 'Women authors, English -- Biography -- Dictionaries.', 'American literature -- Women authors -- Dictionaries.', 'Women authors, American -- Biography -- Dictionaries.', 'English literature -- Women authors -- Bio-bibliography.', 'American literature -- Women authors -- Bio-bibliography.', 'Women authors, Commonwealth of Nations -- Biography -- Dictionaries.', 'Commonwealth of Nations literature (English) -- Women authors -- Dictionaries.', 'Commonwealth of Nations literature (English) -- Women authors -- Bio-bibliography.', 'Feminism and literature -- Dictionaries.']",women writers from the Middle Ages to the present,,eminist companion to literature in English,TheF,/type/edition,,,,,,,[{'key': '/works/OL13336424W'}]
0,[{'key': '/authors/OL4371189A'}],(by) Christopher Nicole.,,,,,,/type/datetime,2008-11-01T12:11:21.399712,,,,['823/.9/1F'],,,,,,,,,,['4451419'],,['5663469'],['0304294691'],,,/books/OL21243170M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,6,,,,,,,,437.0,,,['2089911'],,"(5),437p. ;",,,xxk,1975,['London'],['Cassell'],6,,,,,,['Fiction in English.'],,,The  devil's own,,/type/edition,,,,,,,[{'key': '/works/OL10530663W'}]
0,[{'key': '/authors/OL2797375A'}],Timothy Lea.,,,,,,/type/datetime,2008-11-01T12:47:33.200647,,,,['823/.9/1'],,,,,,,,,,['5945311'],,['3765342'],['0722193203'],,,/books/OL21249125M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,,,159.0,,,['16235159'],,159p. ;,,,xxk,1973,['London'],['Sphere'],5,,,,,,,,,Confessions of a film extra,,/type/edition,,,,,,,[{'key': '/works/OL8392312W'}]
0,,edited by H. GustavKlaus.,"['Klaus, H. Gustav.']",,,,,/type/datetime,2008-11-01T13:45:08.458421,,,,['823/.009/358'],,,,,,,,,,['4556266'],,['662836'],['0312737750'],,,/books/OL21261211M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:23:58.748202,3,['PR830.S626'],,,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm,,,xxu,1982,['New York'],"[""St. Martin's Press""]",3,,,,,,"['English fiction -- History and criticism -- Addresses, essays, lectures.', 'Socialism in literature -- Addresses, essays, lectures.', 'Labor and laboring classes in literature -- Addresses, essays, lectures.']",,"[{'value': 'Contents, Chartist fiction and the development of a class-based literature / Martha Vicinus', 'type': '/type/text'}, {'value': 'Between Chartism and the 1880s, J.W. Overton and E. Lynn Linton / J.M. Rignall', 'type': '/type/text'}, {'value': 'Margaret Harkness and the realist mode in the 1880s / John Goode', 'type': '/type/text'}, {'value': 'Early harvest, three anti-capitalist novels published in 1914 / Jack Mitchell', 'type': '/type/text'}, {'value': 'Silhouettesof revolution, some neglected novels of the early 1920s / H. Gustav Klaus', 'type': '/type/text'}, {'value': 'Working-class, proletarian, socialist, problems in some Welsh novels / Raymond Williams', 'type': '/type/text'}, {'value': 'The language of the working-class novel of the thirties / Ramón López Ortega', 'type': '/type/text'}, {'value': 'Militancy, anger, and resignation, alternative moods in the working-class novel of the nineteen-fifties and early sixties / Ingrid von Rosenberg', 'type': '/type/text'}, {'value': 'Socialist fiction and the education of desire, Mervyn Jones, Raymond Williams, JohnBerger / Kiernan Ryan.', 'type': '/type/text'}]",Socialist novel in Britain,The ,/type/edition,,,,,,,
0,,Terje Joh anssen (ed.).,"['Johanssen, Terje.']",,,,,/type/datetime,2008-11-01T13:46:10.453955,,,,['839.8/2174/08'],,,,,,,,,,['1896248'],,['796006'],['031282422X'],,,/books/OL21261480M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,['PT8683.E5'],,,,,/type/text,Parallel Norwegian texts and English translation.,,,,['9829002'],,,,,xxu,1984,['New York'],"[""St. Martin's Press""]",4,,,,,,"['Norwegian poetry -- 20th century -- Translations into English.', 'English poetry -- Translations from Norwegian.', 'Norwegian poetry -- 20th century.']",a bilingual anthology,,20 contemporary Norwegian poets,,/type/edition,,,,,,,
0,[{'key': '/authors/OL447892A'}],Alan Lightman.,,,,,,/type/datetime,2008-11-01T14:36:24.234330,,,,['813.54'],,,,,,,,,,['820795'],,['2195'],['0747518599'],,,/books/OL21272321M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,,,153.0,,,['32389257'],,153p.,,,enk,1994,['London'],['Bloomsbury'],5,,,,,,,,,Einstein's dreams,,/type/edition,,,,,,,[{'key': '/works/OL2937539W'}]
0,[{'key': '/authors/OL4756442A'}],Tony Bradman and Margaret Chamberlain.,"['Chamberlain, Margaret.']",,,,,/type/datetime,2008-11-01T14:41:26.990621,,,,['823/.914'],,,,,,,,,,['3623663'],,['2310809'],['0749700246'],,,/books/OL21273403M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,,,,,,['20797886'],,1 v (various pagings) :,,,xxk,1989,['London'],['Little Mammoth'],5,['A lift-the-flap book'],,,,,,,,"Look out, he's behind you!",,/type/edition,,,,,,,[{'key': '/works/OL11322210W'}]
0,[{'key': '/authors/OL1232703A'}],M. Masters ; (stories by Suzanne Lord and Deborah Felder) ; (illustration by Brett Gadbois).,"['Lord, Suzanne.', 'Felder, Deborah.', 'Gadbois, Brett.']",,,,,/type/datetime,2008-11-01T15:00:15.711702,,,,['813/.54'],,,,,,,,,,['1326053'],,,['0330291475'],,,/books/OL21276691M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,,,,,,/type/text,"Originally published, Deephaven , Meadowbrook, 1984.",85.0,,,['15221965'],,85p. :,,,xxk,1986,['London'],['Piccolo'],4,['Piccolo mystersolvers -- 11'],,,,,,,,Hawk eye Collins and Amy Adams in The mystery of the haunted house and other mysteries,,/type/edition,,,,,,,[{'key': '/works/OL5355152W'}]
0,[{'key': '/authors/OL33990A'}],,,,,,,/type/datetime,2008-11-01T15:12:49.837134,,,,['813.54'],,,,,,,,,,['573838'],,['316001'],['0330320432'],,,/books/OL21278165M,[{'key': '/languages/eng'}],/type/datetime,2014-01-23T17:14:25.177343,6,,,,,,/type/text,1st Pan paperback,309.0,,,['59976609'],,309p.,,paperback,enk,1992,,['Pan'],6,"['Starship troupers, Book 1']",['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:539410677:608'],,,,,,,A company of stars,,/type/edition,,,,,,,[{'key': '/works/OL36201W'}]
0,[{'key': '/authors/OL502879A'}],Mary Cadogan.,,,,,,/type/datetime,2008-11-01T16:10:58.336259,,,,['823/.912'],,,,,,,,,,['6277292'],,['75987'],['0044400284'],,,/books/OL21284632M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:36:33.992944,4,['PR6005.R67/'],,,,,/type/text,"Originally published: London : Allen & Unwin, 1986.

Includes index.",169.0,,,,,"xvii, 169 p., [8] p. of plates :",,,enk,1987,['London'],['Unwin Paperbacks'],4,,,,,,"['Crompton, Richmal, -- 1890-1969 -- Biography.', 'Authors, English -- 20th century -- Biography.']",the woman behind William,,Richmal Crompton,,/type/edition,,,,,,,[{'key': '/works/OL3156621W'}]
0,[{'key': '/authors/OL417565A'}],Tolu Ajayi.,,,,,,/type/datetime,2008-11-01T16:14:20.535766,,,,['823'],,,,,,,,,,['7228035'],,,"['0333352793', '0333352807']",,,/books/OL21285002M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:55:33.059997,3,,,,,,,,164.0,,,,,164p. ;,,,xxk,1983,['London'],['Macmillan'],3,['M novels'],,,,,,,,year,The ,/type/edition,,,,,,,[{'key': '/works/OL2809878W'}]
0,[{'key': '/authors/OL4335630A'}],by John Creasey.,,,,,,/type/datetime,2008-11-01T18:22:15.083067,,,,['823/.9/1F'],,,,,,,,,,['2644668'],,['2654162'],['0340164875'],,,/books/OL21307227M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,,,192.0,,,['2736122'],,192p. ;,,,xxk,1973,['London'],['Hodder and Stoughton'],5,,,,,,,the55th book of the Toff,,The Toff and the terrified taxman,,/type/edition,,,,,,,[{'key': '/works/OL10452127W'}]
0,[{'key': '/authors/OL893152A'}],Olivia Manning.,,,,,,/type/datetime,2008-11-01T18:55:00.486130,,,,['823.914'],,,,,['Fiction.'],,,,,['3450305'],,['1181855'],['0099415739'],,,/books/OL21312834M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,/type/text,"Originally published: London: Heinemann, 1965.",352.0,,,['44483857'],,352 p. ;,,,enk,2000,['London'],['Arrow'],5,"['Balkan trilogy -- 1.', 'The Balkan trilogy -- 3.']",,,,,"['Pringle, Guy (Fictitious character) -- Fiction.', 'Pringle, Harriet (Fictitious character) -- Fiction.', 'World War, 1939-1945 -- Fiction.']",,,Friends and heroes,,/type/edition,,,,,,,[{'key': '/works/OL4476631W'}]
0,[{'key': '/authors/OL50885A'}],by Knut Ødegård ; translated from the Nynorsk by George Johnston.,"['Johnston, George, 1913 Oct. 7-']",,,,,/type/datetime,2008-11-01T19:10:13.470431,,,,['839.8/3174'],,,,,,,,,,['5455394'],,,['0921254016'],,,/books/OL21315758M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,/type/text,"""Originally published in Norway by J.W. Cappelen Forlag in 1983""--T.p. verso.",47.0,,,['21162796'],,47 p. ;,,,onc,1988,"['Moonbeam, Ont']",['Penumbra Press'],5,,['marc:marc_university_of_toronto/uoft.marc:2602925164:870'],,,,,poems,,"Bee-buzz, salmon leap",,/type/edition,,,,,,,[{'key': '/works/OL654161W'}]
0,[{'key': '/authors/OL2700666A'}],Giorgia Grilli ; foreword by Neil Gaiman ; translated by Jennifer Varney.,"['Varney, Jennifer.']",,,,,/type/datetime,2008-11-01T19:31:11.037161,,,,['823.912'],,,,,,,,,,['597650'],,['2013656'],['0415977673'],['9780415977678'],,/books/OL21319862M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:46:43.913409,5,['PR6039.R32 Z68 2007'],['2007274662'],,,,/type/text,"Translation of: In volo, dietro la porta. Società Editrice ""Il Ponte Vecchio"" : Cesena, Italy, 1997.

Includes bibliographical references (p. 165-168) and index.",178.0,,['64554909'],,,"xxi, 178 p. ;",,,nyu,2007,['New York'],['Routledge'],5,"[""Children's literature and culture""]",,,,,"['Travers, P. L. -- 1899-1996 -- Criticism and interpretation.', 'Poppins, Mary (Fictitious character)', 'Governesses in literature.']",the governess as provocateur,,"Myth, symbol and meaning in Mary Poppins",,/type/edition,,,['http://www.loc.gov/catdir/enhancements/fy0738/2007274662-d.html'],,,"['In volo, dietro la porta.']",[{'key': '/works/OL8105763W'}]
0,[{'key': '/authors/OL2748798A'}],David Bishop.,,,,,,/type/datetime,2008-11-01T19:54:31.326290,,,,['823.914'],,,,,,,,,,['941887'],,['2409453'],['0352329602'],,,/books/OL21324251M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,,,256.0,,,['32739392'],,256p. ;,,,enk,1994,['London'],['Virgin'],5,"['Judge Dredd', 'Judge Dredd']",,,,,,,,Silencer,,/type/edition,,,,,,,[{'key': '/works/OL8261888W'}]
0,[{'key': '/authors/OL28885A'}],Maya Angelou.,,,,,[4176610],/type/datetime,2008-11-02T08:29:42.375105,,,,"['818', 'B/.5409']",1st Vintage Books ed.,,,,,,,,,['1975989'],,['73792'],['0394750772'],,,/books/OL21363294M,[{'key': '/languages/eng'}],/type/datetime,2010-09-01T21:11:41.330873,6,['PS3551.N464'],,,,,,,,,,,,p. cm,,,xxu,1987,['New York'],['Vintage Books'],6,,,,,,"['Angelou, Maya, -- 1928-  -- Biography.', 'Authors, American -- 20th century -- Biography.', 'Entertainers -- United States -- Biography.']",,,All God's children need traveling shoes,,/type/edition,,,,,,,[{'key': '/works/OL10492934W'}]
0,[{'key': '/authors/OL4796049A'}],Sarah Devon.,,,,,,/type/datetime,2008-11-02T08:45:26.851892,,,,['823/.914'],Large print ed.,,,,,,,,,['1406760'],,,['0745191223'],,,/books/OL21366114M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,['PR6054.E/'],,,,,/type/text,"Originally published, London , Hale, 1978.",264.0,,,['13124904'],,(264)p.,,,xxk,1986,['Bath'],['Chivers'],4,['Atlantic large print'],,,,,,,,Dr. Happy's hospital,,/type/edition,,,,,,,[{'key': '/works/OL11416333W'}]
0,[{'key': '/authors/OL883651A'}],,,,,,,/type/datetime,2008-11-02T08:46:20.166640,,,,['823.914'],Large print ed.,,,,,,,,,['6852657'],,,['0745198074'],,,/books/OL21366240M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,,,,,,,,288.0,,,['21228909'],,(288)p.(large print),,,xxk,1990,,['Atlantic'],4,,,,,,,,,Palace of the peacocks.,,/type/edition,,,,,,,[{'key': '/works/OL4440561W'}]
0,[{'key': '/authors/OL6262749A'}],by Patricia Scarry ; illustrated by Richard Scarry.,"['Scarry, Richard, 1919-']",,,,,/type/datetime,2008-11-02T10:34:23.956373,,,,['823/.9/1'],,,,,,,,,,['6590090'],,,['0723808643'],,,/books/OL21386978M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:58:01.088105,3,['PZ7'],,,,,/type/text,"Originally published, New York, Golden Press, 1960.",32.0,,,,,32p. :,,,xxk,1972,"['London (550B London Rd, North Cheam, Surrey)']",['Young World Productions'],3,"['A Young World beginner reader. level 1', 'Young World beginner reader books']",,,,,"[""Children's stories.""]",,,Just for fun,,/type/edition,,,,,,,[{'key': '/works/OL13370665W'}]
0,[{'key': '/authors/OL1235289A'}],,"['Kopper, Lisa.', 'Lewis, Shirley-Anne.']",,,,,/type/datetime,2008-11-02T11:26:40.866008,,,,['823/.914'],,,,,,,,,,['2788249'],,['4418011'],['041604302X'],,,/books/OL21396849M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T21:33:39.583788,4,,,,,,,,32.0,,,,,(32)p.,,,xxk,1988,,"[""Methuen Children's""]",4,,,,,,,,,Barney's hungry day.,,/type/edition,,,,,,,[{'key': '/works/OL5363816W'}]
0,[{'key': '/authors/OL4772847A'}],Jane Gillespie.,,,,,,/type/datetime,2008-11-02T12:14:53.776394,,,,['823/.91'],,,,,,,,,,['461693'],,,['0432059083'],,,/books/OL21407477M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:58:01.088105,3,,,,,,,,187.0,,,,,"(4),187p. ;",,,xxk,1969,['London'],['Peter Davies'],3,,,,,,,,,breathing space,A ,/type/edition,,,,,,,[{'key': '/works/OL11362225W'}]
0,[{'key': '/authors/OL26159A'}],chosen and edited by John Butt.,"['Butt, John Everett.']",,,,,/type/datetime,2008-11-02T13:01:21.042930,,,,['821'],,,,,,,,,,['2864628'],,['748337'],['0199110158'],,,/books/OL21416237M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T21:41:12.000130,4,['PR5852 B84 1964'],,,,,/type/text,Bibliography: p. [36]-38.,240.0,,,,,240 p. --,,,enk,1964,['Oxford'],['Oxford University Press'],4,['New Oxford English series'],['marc:marc_university_of_toronto/uoft.marc:695511947:1301'],,,,,selected poetry and prose,,Wordsworth,,/type/edition,,,,,,,[{'key': '/works/OL26386W'}]
0,[{'key': '/authors/OL200623A'}],Edward Bond ; with introductory material by the author.,,,,,,/type/datetime,2008-11-02T13:06:40.972606,,,,['822/.914'],,,,,,,,,,['315116'],,['3451696'],['0413338908'],,,/books/OL21416985M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T21:42:06.115058,4,['PR6052.O5'],,,,,,,339.0,,,,,"xliv, 339 p. ;",,,enk,1987,['London'],['Methuen'],4,"['Methuen paperback', ""Methuen's world dramatists""]",,,,,,"Bingo, The fool, The woman, Stone","[{'value': 'Contents: Bingo.', 'type': '/type/text'}, {'value': 'The fool.', 'type': '/type/text'}, {'value': 'The woman.', 'type': '/type/text'}, {'value': 'Stone.', 'type': '/type/text'}]","Plays, three",,/type/edition,,,,,,,[{'key': '/works/OL1738640W'}]
0,[{'key': '/authors/OL1285048A'}],G.F. Newman.,,,,,,/type/datetime,2008-11-02T13:22:12.067366,,,,['823/.914'],,,,,,,,,,['3510670'],,,['0436305356'],,,/books/OL21419939M,[{'key': '/languages/eng'}],/type/datetime,2013-08-14T17:14:48.653986,4,['PR6064.E/'],,,,,,,241.0,,,,,"ix,241p. ;",,,xxk,1982,['London'],['Secker & Warburg'],4,,,,,,,,,The men with the guns,,/type/edition,,,,,,,[{'key': '/works/OL13378612W'}]
0,[{'key': '/authors/OL1294824A'}],,,,,,,/type/datetime,2008-11-02T15:28:05.086875,,,,['813.009'],,,,,,,,,,['2489284'],,['495777'],['0448002515'],,,/books/OL21442827M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T21:50:20.564537,4,,,,,,,,,,,,,,,,xxu,1971,['New York'],['Grosset and Dunlap'],4,['Universal library'],,,,,,the central myth in the American novel since 1830.,,eternal Adam and the New World garden,The ,/type/edition,,,,,,,[{'key': '/works/OL5473302W'}]
0,[{'key': '/authors/OL3359249A'}],(by) Jim Rogerson ; pictures by George Him.,"['Him, George.']",,,,,/type/datetime,2008-11-02T16:21:49.297227,,,,['823/.9/1J'],,,,,,,,,,['5872852'],,,['0460067079'],,,/books/OL21454125M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,,,,,,,,21.0,,,['16376769'],,(21)p. :,,,xxk,1976,['London'],['Dent'],4,,,,,,"[""Children's stories.""]",,,King Wilbur the Third's birthday present,,/type/edition,,,,,,,[{'key': '/works/OL9310003W'}]
0,[{'key': '/authors/OL6283052A'}],Ana Garralón.,,,,,,/type/datetime,2008-11-02T18:57:03.182920,,,,['863/.3'],,,,,,,,,,['6793080'],,,['8489804915'],,,/books/OL21478938M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T13:58:24.775117,3,['PQ6337 .G37 2005'],['2006463563'],,,,/type/text,Includes bibliographical references (p. [107]-108) and index.,108.0,,,,,108 p. ;,,,sp ,2005,"['Santa Marta de Tormes, Salamanca']",['Lóguez'],3,,,,,,"['Cervantes Saavedra, Miguel de, -- 1547-1616 -- Criticism and interpretation.']",guía para jóvenes,,Cervantes,,/type/edition,,,['http://www.loc.gov/catdir/enhancements/fy0836/2006463563-d.html'],,,,[{'key': '/works/OL13393074W'}]
0,[{'key': '/authors/OL4374150A'}],Ronald Kirkbride.,,,,,,/type/datetime,2008-11-02T19:07:27.584921,,,,['823/.9/1'],,,,,,,,,,['4440782'],,,['0491003277'],,,/books/OL21480599M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,,,,,,,,199.0,,,['219554'],,199p. ;,,,xxk,1971,['London'],['W.H. Allen'],4,,,,,,,,,The loved andthe loving,,/type/edition,,,,,,,[{'key': '/works/OL10537828W'}]
0,[{'key': '/authors/OL2752092A'}],W. E. B. Griffin.,,,,,,/type/datetime,2008-11-02T19:25:15.463826,,,,['813.54'],,,,,,,,,,['772890'],,['35910'],['0515093491'],,,/books/OL21484087M,[{'key': '/languages/eng'}],/type/datetime,2010-12-07T06:20:47.865026,7,,,,,,,,356.0,,,,,356p. ;,,,enk,1987,['New York'],['Berkeley Pub Group'],7,['The Corps -- Bk.2'],"['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:608421095:526', 'marc:marc_loc_updates/v35.i20.records.utf8:28896893:968']",,,,,,,Call to arms,,/type/edition,,,,,,,[{'key': '/works/OL17626W'}]
0,[{'key': '/authors/OL45753A'}],Peter Robinson.,,,,,,/type/datetime,2008-11-02T19:36:40.172432,,,,['823/.914'],,,,,,,,,,['2312709'],,['191524'],['0670869031'],,,/books/OL21486179M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,['PR6068.O1964 I56 1996'],,,,,,,346.0,,,['35877597'],,346 p.,,,onc,1996,['Toronto'],['Viking'],5,,['marc:marc_university_of_toronto/uoft.marc:2565284086:1121'],,,,"['Banks, Alan (Fictitious character) -- Fiction', 'Police -- England -- Fiction']",an Inspector Banks mystery,,Innocent graves,,/type/edition,,,,,,,[{'key': '/works/OL165719W'}]
0,[{'key': '/authors/OL6286284A'}],Judith Butcher.,,,,,,/type/datetime,2008-11-02T20:24:13.750347,,,,['808/.02'],2nd ed.,,,,,,,,,['199596'],,,['0521238684'],,,/books/OL21495009M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:58:56.687018,3,['PN162'],,,,,/type/text,"Previous ed., 1975.

Bibliography, p312-313. - Includes index.",332.0,,,,,"xi,332p. ;",,,xxk,1981,['Cambridge'],['Cambridge University Press'],3,,,,,,['Copy-reading.'],the Cambridge handbook,,Copy-editing,,/type/edition,,,,,,,[{'key': '/works/OL13396457W'}]
0,[{'key': '/authors/OL1120247A'}],Derek Kartun.,,,,,,/type/datetime,2008-11-02T21:04:04.079375,,,,['823/.914'],,,,,,,,,,['5350155'],,,['0722151764'],,,/books/OL21502279M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,,,,,,/type/text,"Originally published, London , Bodley Head, 1980.",155.0,,,['16537902'],,155p. ;,,,xxk,1982,['London'],['Sphere'],4,,,,,,,,,"I, Norman Harris",,/type/edition,,,,,,,[{'key': '/works/OL5090670W'}]
