,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL431667A'}],Ramón de Campoamor y Camposorio.  La Colombiada / Ciro Bayo ; presentación de Robert Pageard.,"['Pageard, Robert.', 'Bayo, Ciro, 1860-1939.']",,,,,,,,,['861'],,,,,,,,['3454498'],,,,['8488071027'],,,/books/OL1451203M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T03:46:48.420078,3,['PQ6511 .C64 1992'],['93103449'],,,,/type/text,Includes bibliographical references.,426.0,,,,"['Colón.', 'Colombiada.']",426 p. :,,,sp ,1991,"['Oviedo, Asturias, España']",['Grupo Editorial Asturiano'],3,"['Anaquel cultural asturiano ;', '8']",,,,"['Columbus, Christopher -- Poetry.']",,,Colón,,,,/type/edition,,,,,,,[{'key': '/works/OL2862682W'}]
0,[{'key': '/authors/OL729452A'}],escrita por Jorge B. Casillas Díaz.,,,,,,,,,,['863'],,,,,,,,['4484922'],,,,['9686717013'],,,/books/OL1451320M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T03:46:48.420078,3,['PQ7298.13.A762 I58 1989'],['93103593'],,,,,,263.0,,,,,263 p. ;,,,mx ,1989,['[Mexico?'],['s.n.]'],3,,,,,,,,Invitación a nacer,,,,/type/edition,,,,,,,[{'key': '/works/OL3980217W'}]
0,[{'key': '/authors/OL239800A'}],by Truman Capote ; illustrated by Beth Peck.,"['Peck, Beth, ill.']",,,[422052],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A reminiscence of a Christmas shared by a seven-year-old boy and a sixtyish childlike woman, with enormous love and friendship between them.","['813/.54', 'Fic']",,,,,,,,['527833'],,['1551'],,['0679800409'],,,/books/OL1464607M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:33:54.745050,6,['PS3505.A59 C5 1989b'],['93123603'],,,,,,48.0,,,,,[48] p. :,,,nyu,1989,['New York'],['Knopf'],6,,,,,"['Christmas -- Fiction.', 'Friendship -- Fiction.']",,,Christmas memory,A ,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/random0415/93123603.html'],['http://www.loc.gov/catdir/description/random0415/93123603.html'],,,,[{'key': '/works/OL1992278W'}]
0,[{'key': '/authors/OL403773A'}],by Joy Johnson ; illustrated by Shari Borum.,"['Borum, Shari, ill.', 'Centering Corporation.']",,,[1890454],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,,,['641419'],,['9625347'],,['1561230243'],,,/books/OL1464881M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:33:54.745050,5,['PZ7.J63225 Re 1991'],['93123971'],,,,/type/text,Subtitle on cover: A book about the death of a pet ... for children of all ages.,24.0,,,['28185197'],,[24] p. :,,,nbu,1991,"['Omaha, NE']",['Centering Corp.'],5,,,,,"['Death -- Fiction.', 'Dogs -- Fiction.', 'Pets -- Fiction.']",,,Remember Rafferty,,,,/type/edition,,,,,,,[{'key': '/works/OL2751711W'}]
0,[{'key': '/authors/OL55938A'}],Ed Kleiman.,,,,[3365918],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,"['4829898', '5922490']",,['4998395'],,"['0920316034', '0920316018']",,,/books/OL1467862M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:33:54.745050,5,['PR9199.3.K47 I47 1980'],['93128778'],,,,,,154.0,,,,,154 p. ;,,,abc,1980,['Edmonton'],['NeWest Publishers'],5,,,,,,,,immortals,The ,,,/type/edition,,,,,,,[{'key': '/works/OL705337W'}]
0,,sous la direction de Friedhelm Lach et Hans-Herbert S. Räkel.,"['Lach, Friedhelm.', 'Räkel, Hans-Herbert S.', 'Université de Montréal.']",,,,,,,,,['830/.9943155'],,,,,,,,['4932328'],,,,['2890054330'],,,/books/OL1470602M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T03:46:48.420078,2,['PT3807.B3 B45 1991'],['93132889'],,,,/type/text,"Includes bibliographical references.
""Colloque tenu à l'Université de Montréal du 1er au 4 octobre 1987""--P. [3].",246.0,,,,,246 p. ;,,,quc,1991,"['Montréal, Qué']",['VLB'],2,,,"['Berlin (Germany)', 'Montréal (Québec)', 'Germany', 'Berlin', 'Québec (Province)', 'Montréal']",['20th century'],"['German literature -- Germany -- Berlin -- History and criticism -- Congresses.', 'German literature -- 20th century -- History and criticism -- Congresses.', 'French-Canadian literature -- Québec (Province) -- Montréal -- History and criticism -- Congresses.', 'French-Canadian literature -- 20th century -- History and criticism -- Congresses.', 'Berlin (Germany) -- Intellectual life -- Congresses.', 'Montréal (Québec) -- Intellectual life -- Congresses.']",littérature et métropole,,Berlin à Montréal,,,,/type/edition,,,,,,,
0,,"editor, David C. Jones ; illustrator, Vance Rodewalt.","['Jones, David C.']",,,[1865079],,,,,,['817/.508'],,,,,,,,['4189031'],,,,['1550590286'],,,/books/OL1471375M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:46:48.420078,3,['PN6178.C3 F86 1992'],['93134061'],,,,/type/text,"Chiefly excerpts from The office cat, a humor column appearing almost daily in the Medicine hat news from 1921 to 1951.",156.0,,,,,156 p. :,,,abc,1992,"['Calgary, Alberta']",['Detselig Enterprises'],3,,,,,['Canadian wit and humor.'],humor between the wars,,funny bone that was,A ,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL738369A'}],by James P. Sinclair.,,,,,,,,,,['808/.06665'],,,,,,,,['4683166'],,,,['0914977083'],,,/books/OL1472240M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:46:48.420078,3,['HF5718.3 .S554 1982'],['93135340'],,,,,,107.0,,,,,107 p. ;,,,mdu,1982,"['[Rockville, MD]']",['Taft Group'],3,,,,,"['Business writing.', 'Cover letters.', 'Proposal writing in business.']",,,How to write successful corporate appeals--with full examples,,,,/type/edition,,,,,,,[{'key': '/works/OL4006038W'}]
0,[{'key': '/authors/OL231965A'}],Stephen Fry.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['824/.914'],,,,,,,,['791001'],,['18875'],,['0434274089'],,,/books/OL1481318M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:37:02.319535,4,['PR6056.R88 P37 1992'],['93148605'],,,,,,470.0,,,,,"x, 470 p. ;",,,enk,1992,['London'],['Heinemann'],4,,,,,,,,Paperweight,,,,/type/edition,,,,,,,[{'key': '/works/OL1933656W'}]
0,[{'key': '/authors/OL92558A'}],Adriano del Valle ; selección y estudio preliminar de Mercedes García Ramírez.,"['García Ramírez, Mercedes.']",,,[3955362],/type/datetime,2008-04-01T03:28:50.625462,,,,['861/.64'],,,,,,,,['3800537'],,['5520705'],,['8478980164'],,,/books/OL1482746M,[{'key': '/languages/spa'}],/type/datetime,2010-07-31T03:37:53.170143,4,['PQ6641.A45 A6 1992'],['93150656'],,,,/type/text,"Includes bibliographical references (p. [73]-96).
Originally presented as García Ramírez's thesis (doctoral--Universidad Complutense de Madrid).",224.0,,,,,224 p. :,,,sp ,1992,['Sevilla'],['Ediciones Alfar'],4,"['Colección Alfar universidad ;', '59.', 'Serie Ediciones, textos y documentos', 'Alfar/universidad ;', '59.', 'Alfar/universidad.']",,,,"['Valle, Adriano del, 1895-1957 -- Criticism and interpretation.']",,,Antología necesaria,,,,/type/edition,,,,,['Poems.'],,
0,[{'key': '/authors/OL283022A'}],by Larry Townsend.,,,,[775371],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,['1605683'],,['269845'],,['1555832091'],,,/books/OL1484601M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,6,['PS3570.O94 O54 1992'],['93153441'],,,,,,214.0,,,['28800538'],,214 p. ;,,,mau,1992,['Boston'],['Alyson Publications'],6,,,['Los Angeles (Calif.)'],,"['Gay men -- Fiction.', 'Los Angeles (Calif.) -- Fiction.']",a Bruce MacLeod mystery,,"One for the master, two for the fool",,,,/type/edition,,,,,,,[{'key': '/works/OL2210673W'}]
0,[{'key': '/authors/OL113600A'}],Paul Claudel ; translated from the French and with an introduction by Andrew Harvey & Iain Watson.,,,,[3955899],/type/datetime,2008-04-01T03:28:50.625462,,,,['841/.912'],,,,,,,,['2750202'],,['4912986'],,['070430175X'],,,/books/OL1486027M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:37:53.170143,5,['PQ2605.L2 C413 1992'],['93155725'],,,,/type/text,"French text and English translation on opposite pages ; each poem preceded by Chinese characters representing ""a title, or derivation, or exclamation""--Authors's preface.",171.0,,,['28130493'],,171 p. ;,,,enk,1992,['London'],['Quartet Books'],5,['Quartet encounters'],,,,,,,hundred movements for a fan,A ,,,/type/edition,,,,,['Cent phrases pour éventails.'],,[{'key': '/works/OL1098901W'}]
0,[{'key': '/authors/OL1922431A'}],by Suzanne Ebel.,,,,,/type/datetime,2008-09-15T21:14:00.594890,,,,['823/.91'],,,,,,,,['7092081'],,,,['0002335123'],,,/books/OL14874621M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,4,,,,,,,,160.0,,,['30294638'],,160p. ;,,,xxk,1969,['London'],['Collins'],4,,,,,,,,A most auspicious star,,,,/type/edition,,,,,,,[{'key': '/works/OL6935597W'}]
0,[{'key': '/authors/OL4728522A'}],Elia Kazan.,,,,,/type/datetime,2008-09-15T21:45:58.372409,,,,['823/.9/1'],,,,,,,,['7159058'],,['363622'],,['000614411X'],,,/books/OL14876054M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,,,,,,/type/text,"Originally published, London , Collins, 1967.",526.0,,,['16372613'],,526p. ;,,,xxk,1977,['(London)'],['Fontana'],5,,,,,['Fiction in English.'],,,The arrangement,,,,/type/edition,,,,,,,[{'key': '/works/OL11276232W'}]
0,[{'key': '/authors/OL4352886A'}],Herman Wouk.,,,,,/type/datetime,2008-09-15T21:47:43.001293,,,,['823/.9/1'],,,,,,,,['1934262'],,['90182'],,['0006151779'],,,/books/OL14876151M,[{'key': '/languages/eng'}],/type/datetime,2013-04-01T02:47:54.425552,5,,,,,,/type/text,"Originally published, Boston, Mass. , Little, Brown ; London , Collins, 1971.",960.0,,,,,960p. ;,,,xxk,1978,['(London)'],['Fontana'],5,,,,,['Fiction in English.'],,,The winds of war,,,,/type/edition,,,,,,,[{'key': '/works/OL729146W'}]
0,[{'key': '/authors/OL38266A'}],(by) Linda Stewart ; based on the stageplay and screenplay by Bernard Slade.,"['Slade, Bernard.']",,,,/type/datetime,2008-09-15T21:49:21.353336,,,,['823/.9/1F'],,,,,,,,['3089594'],,['3765781'],,['0006156819'],,,/books/OL14876249M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,,,,,,,,174.0,,,['6290573'],,174p. ;,,,xxk,1979,['(London)'],['Fontana'],5,,,,,['Fiction in English.'],a novel,,"Same time, next year",,,,/type/edition,,,,,,,[{'key': '/works/OL539938W'}]
0,[{'key': '/authors/OL4728787A'}],Emily Mapleston.,,,,,/type/datetime,2008-09-15T21:51:37.533134,,,,['823/.914'],,,,,,,,['2486333'],,,,['0006162169'],,,/books/OL14876366M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,4,,,,,,,,191.0,,,['16598533'],,191p. ;,,,xxk,1982,['(London)'],['Fontana'],4,['Nightshades'],,,,,,,Forget-me-not,,,,/type/edition,,,,,,,[{'key': '/works/OL11277139W'}]
0,[{'key': '/authors/OL5460455A'}],Victoria Holt.,,,,,/type/datetime,2008-09-15T21:53:23.847749,,,,['823/.912'],,,,,,,,['4068675'],,['31590'],,['0006166075'],,,/books/OL14876458M,[{'key': '/languages/eng'}],/type/datetime,2013-11-25T02:38:47.284589,8,,,,,,/type/text,"Originally published, London , Collins, 1973.",284.0,,,,,284p. ;,,,xxk,1984,['(London)'],['Fontana'],8,,,,,,,,On the night of the seventh moon,,,,/type/edition,,,,,,,[{'key': '/works/OL3931451W'}]
0,[{'key': '/authors/OL24805A'}],Patrick O'Brian.,,,,,/type/datetime,2008-09-15T21:56:58.654590,,,,['823/.914'],,,,,,,,['1340767'],,['15212'],,['0006173594'],,,/books/OL14876612M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T01:34:23.864937,4,,,,,,/type/text,"Originally published, London , Collins, 1986.",287.0,,,,,287p. ;,,,xxk,1987,['London'],['Fontana'],4,,,,,,,,reverse of the medal,The ,,,/type/edition,,,,,,,[{'key': '/works/OL14871069W'}]
0,[{'key': '/authors/OL39524A'}],"James Fenimore Cooper ; introduced by Robert Clark ; consultant editor, Christopher Bigsby.","['Bigsby, C. W. E.']",,,"[1237540, 1237536]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.2'],,,,,['Fiction.'],,,"['2724359', '2723839']",,['12690'],,"['0460871846', '0460871862']",,,/books/OL1487781M,[{'key': '/languages/eng'}],/type/datetime,2011-03-30T04:52:34.866076,8,['PS1406 .A1 1993'],['93158560'],,,,/type/text,Includes bibliographical references (p. [xxii]-xxiv).,515.0,,,,,"xxiv, 515 p. ;",,,enk,1993,"['London', 'Rutland, Vt']","['J.M. Dent', 'C.E. Tuttle']",8,"[""Everyman's library""]","['marc:marc_records_scriblio_net/part23.dat:176371086:1294', 'marc:marc_loc_updates/v35.i20.records.utf8:3864494:1306']",['New York (State)'],"['French and Indian War, 1755-1763']","['Bumppo, Natty (Fictitious character) -- Fiction', 'Frontier and pioneer life -- Fiction', 'Scouts and scouting -- Fiction', 'Delaware Indians -- Fiction', 'Male friendship -- Fiction', 'Hunters -- Fiction', 'New York (State) -- History -- French and Indian War, 1755-1763 -- Fiction']",,,The deerslayer,,,,/type/edition,,,,,,,[{'key': '/works/OL77950W'}]
0,[{'key': '/authors/OL745553A'}],Marcia Griselda Trejo Vega.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861'],[1. ed.].,,,,,,,['3887377'],,,,['968845138X'],,,/books/OL1488890M,[{'key': '/languages/spa'}],/type/datetime,2011-04-26T13:49:13.140801,4,['PQ7298.3.R453 M67 1992'],['93159985'],,,,,,51.0,,,['29468502'],,51 p. :,,,mx ,1992,"['[Querétaro, Qro.]']",['Universidad Autónoma de Querétaro'],4,"['Colección Literatura. Serie Humanidades', 'Serie Humanidades (Universidad Autónoma de Querétaro).']",,,,,,,Morir o no,,,,/type/edition,,,,,,,[{'key': '/works/OL4027400W'}]
0,[{'key': '/authors/OL4737992A'}],,,,,,/type/datetime,2008-09-16T11:24:04.120019,,,,['823.91'],,,,,,,,['5952964'],,,,['0090844807'],,,/books/OL14898818M,[{'key': '/languages/eng'}],/type/datetime,2016-07-04T08:02:57.114715,5,,,,,,,,184.0,,,['30279760'],,"184p.,20cm",,,xxk,1967,"['London, UK']",['Long'],5,,,,,,,,Johnny Blood,,,,/type/edition,,,,,,,[{'key': '/works/OL11291201W'}]
0,[{'key': '/authors/OL2812981A'}],(by) Pamela Brown ; illustrated by Newton Whittaker.,"['Whittaker, Newton.']",,,,/type/datetime,2008-09-16T12:04:57.396766,,,,['823/.9/1J'],,,,,,,,['2729343'],,['651583'],,['0093019106'],,,/books/OL14903853M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,['PZ7'],,,,,/type/text,"Originally published, London: Nelson, 1949.",224.0,,,['16214154'],,"xi,224p. :",,,xxk,1972,"['London (3 Fitzroy Square, W.1)']",['Hutchinson Library Services'],5,,,,,"[""Children's stories.""]",,,Blue door venture,,,,/type/edition,,,,,,,[{'key': '/works/OL8436607W'}]
0,[{'key': '/authors/OL218440A'}],Norman Mailer.,,,,,/type/datetime,2008-09-16T12:21:39.258152,,,,['813/.54'],,,,,,['IA184301'],['executionerssong00mail_0'],['2327759'],,['104529'],,['0099230607'],,,/books/OL14906146M,[{'key': '/languages/eng'}],/type/datetime,2012-05-16T18:25:54.195216,6,,,,,,/type/text,"Originally published: Boston, Mass. : Little, Brown  London : Hutchinson, 1979.",1056.0,,,,,1056p. ;,,,xxk,1980,['London'],['Arrow'],6,,['ia:executionerssong00mail_0'],,,"['Gilmore, Gary.']",,,The executioner's song,,,,/type/edition,,,,,,,[{'key': '/works/OL10426574W'}]
0,[{'key': '/authors/OL27154A'}],illustrated by Errol Le Cain.,"['Le Cain, Errol.']",,,,/type/datetime,2008-09-16T12:46:16.466494,,,,['823.914'],,,,,,,,['6817117'],,['299833'],,['0099752301'],,,/books/OL14909396M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,,,,,,,,32.0,,,['59934961'],,(32)p.,,,enk,1991,['RedFox'],,5,,,,,,,,The enchanter's daughter,,,,/type/edition,,,,,,,[{'key': '/works/OL465106W'}]
0,[{'key': '/authors/OL239800A'}],(by) Truman Capote.,,,,,/type/datetime,2008-09-16T16:25:40.233141,,,,['823/.9/1FS'],,,,,,,,['5802281'],,['428949'],,['0140025812'],,,/books/OL14944306M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T01:43:11.147572,4,,,,,,/type/text,"This collection originally published: New York : Random House, 1949 ; London : Heinemann, 1950.",138.0,,,,,"(1),138p. ;",,,xxk,1967,['Harmondsworth [etc.]'],['Penguin'],4,,,,,"['Short stories, English.']",,,"tree of night, andother stories",A ,,,/type/edition,,,,,,,[{'key': '/works/OL1992237W'}]
0,[{'key': '/authors/OL30885A'}],James Herriot.,,,,,/type/datetime,2008-09-16T17:37:34.810417,,,,['823.914'],,,,,,,,['1806930'],,['709028'],,['0146000218'],,,/books/OL14952266M,[{'key': '/languages/eng'}],/type/datetime,2011-11-04T20:06:52.925363,4,,,,,,,,83.0,,,,,83p. ;,,,enk,1995,['London'],['Penguin'],4,['Penguin 60s'],,,,,,,Seven Yorkshire tales,,,,/type/edition,,,,,,,[{'key': '/works/OL16245305W'}]
0,,selected with an introduction by C.K. Stead.,"['Stead, C. K. 1932-']",,,[5295498],/type/datetime,2008-09-16T19:11:14.811479,,,,['823'],,,,,,,,['911121'],,['2076404'],,['0195580141'],,,/books/OL14959238M,[{'key': '/languages/eng'}],/type/datetime,2011-05-04T21:20:46.670817,5,,,,,,/type/text,"Originally published: 1966.

Spine title: Along Rideout Road.",244.0,,,,['Along Rideout Road.'],244p. ;,,,enk,1976,"['Auckland', 'Oxford']",['Oxford University Press'],5,,,,,,,,New Zealand short stories second series,,,,/type/edition,,,,,,,[{'key': '/works/OL1720332W'}]
0,[{'key': '/authors/OL748712A'}],Maria José Costa.,,,,,,,,,,['869.1/099282'],,,,,,,,['3867493'],,,,['9720340525'],,,/books/OL1496138M,[{'key': '/languages/por'}],/type/datetime,2010-04-16T03:47:41.198104,3,['PQ9081.C45 C67 1992'],['93171385'],,,,/type/text,Includes bibliographical references (p. [197]-213).,213.0,,,,,213 p. ;,,,po ,1992,['Porto'],['Porto Editora'],3,"['Colecção Mundo de saberes ;', '[2]']",,['Portugal'],,"[""Children's poetry, Portuguese -- History and criticism."", 'Nursery rhymes, Portuguese -- History and criticism.', ""Children's songs -- Portugal -- History and criticism.""]",as rimas infantis,,continente poético esquecido,Um ,,,/type/edition,,,,,,,[{'key': '/works/OL4036253W'}]
0,[{'key': '/authors/OL4426935A'}],illstrated by Carol Tarrant.,,,,,,,,,,['823/.9/1J'],,,,,,,,['2877642'],,,,"['0200723855', '0200723863']",,,/books/OL14962759M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T09:35:18.689078,3,,,,,,/type/text,ISBN 0-200-72386-3 Pbk :  0.45.,64.0,,,,,64p. :,,,xxk,1976,"['London', '(Chalfont St Giles)']","['Abelard-Schuman', 'Sadler']",3,['A grasshopper book'],,,,"[""Children's stories.""]",,,fearsome tide,The ,,,/type/edition,,,,,,,[{'key': '/works/OL10633096W'}]
0,[{'key': '/authors/OL4359988A'}],Tom Wolfe.,,,,,/type/datetime,2008-09-16T20:59:42.872209,,,,['813/.54'],,,,,,,,['6574009'],,['453982'],,['0224029444'],,,/books/OL14967482M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T01:51:33.192919,4,['PS3573.O526'],,,,,/type/text,"Originally published, New York , Farrar, Straus, Giroux, 1982.",396.0,,,,,"xv,396p. :",,,xxk,1983,['London'],['Cape'],4,,,,,,,,purple decades,The ,,,/type/edition,,,,,,,[{'key': '/works/OL10506580W'}]
0,[{'key': '/authors/OL4416468A'}],Paul Theroux.,,,,,/type/datetime,2008-09-16T21:51:00.263592,,,,['813/.54'],,,,,,,,['913872'],,,,['024110873X'],,,/books/OL14971232M,[{'key': '/languages/eng'}],/type/datetime,2011-11-11T23:26:25.229360,6,,,,,,,,191.0,,,['59164827'],,191p. :,,,xxk,1982,['London'],['Hamish Hamilton'],6,,,,,,,,The consul's file,,,,/type/edition,,,,,,,[{'key': '/works/OL37571W'}]
0,[{'key': '/authors/OL4752930A'}],by Bette Greene ; pictures by Charles Lilly.,"['Lilly, Charles.']",,,,/type/datetime,2008-09-16T21:56:34.469809,,,,['823/.9/1F'],,,,,,,,['1186140'],,['5374254'],,['0241893046'],,,/books/OL14971625M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,,,,,,/type/text,"Originally published: New York : Dial Press, 1974.

For adolescents.",135.0,,,['16378765'],,"(7),135p. :",,,xxk,1976,['London'],['Hamilton'],5,,,,,['Fiction in English.'],,,"Philip Hall likes me, I reckon maybe",,,,/type/edition,,,,,,,[{'key': '/works/OL11315126W'}]
0,[{'key': '/authors/OL24757A'}],(by) William Steig.,,,,[5295632],/type/datetime,2008-09-16T21:57:07.851536,,,,['823/.9/1J'],,,,,,,,['274378'],,['9992'],,['0241894778'],,,/books/OL14971669M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T01:53:42.306648,5,,,,,,/type/text,"Originally published: New York : Farrar, Straus and Giroux, 1976.",119.0,,,,,"(5),119p. :",,,xxk,1977,['London'],['Hamilton'],5,,,,,"[""Children's stories.""]",,,Abel's island,,,,/type/edition,,,,,,,[{'key': '/works/OL15132090W'}]
