,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1393639A'}],by Giulia Bigolina ; edited and translated by Christopher Nissen.,"['Nissen, Christopher.', 'Bigolina, Giulia, d. 1569.']",,,[4245704],,/type/datetime,2008-04-01T03:28:50.625462,,,,['853/.4'],,,,,,,,['1140396'],,,['0866983058'],,,/books/OL3307320M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:43:11.380004,7,['PQ4610.B58 U7313 2004'],['2004052922'],,,,/type/text,"Italian texts with English translations.
Includes bibliographical references (p. 323-331) and index.",342.0,,,,['Novella of Giulia Camposanpiero and Thesibaldo Vitaliani'],"x, 342 p. :",,,azu,2004,"['Tempe, Ariz']",['Arizona Center for Medieval and Renaissance Studies'],7,"['Medieval and Renaissance Texts & Studies ;', 'v. 262', 'Medieval & Renaissance Texts & Studies (Series) ;', 'v. 262.']","['marc:marc_records_scriblio_net/part15.dat:27945683:1434', 'ia:uraniastoryofyou00bigouoft']",,,,& The novella of Giulia Camposanpiero and Thesibaldo Vitaliani,,"Urania, the story of a young woman's love",,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/fy051/2004052922.html'],['http://www.loc.gov/catdir/toc/fy051/2004052922.html'],,"[""Urania, nella quale si contiene l'amore d'una giovane di tal nome.""]",,[{'key': '/works/OL5732099W'}]
0,[{'key': '/authors/OL248418A'}],Marilyn Ross.,,,,[872089],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,['1807946'],,['2707901'],['1594142432'],,,/books/OL3307474M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:57:32.445083,5,['PR9199.3.R5996 T55 2004'],['2004053227'],,,,,,250.0,,,['55657620'],,250 p. ;,,,meu,2004,"['Waterville, Me']",['Five Star'],5,"['The Stewarts of Stormhaven ;', '6']",,['Scotland'],,"['Young women -- Fiction.', 'Inheritance and succession -- Fiction.', 'Villages -- Fiction.', 'Scotland -- Fiction.']",,,This evil village,,,,/type/edition,,,,,,,[{'key': '/works/OL2045658W'}]
0,[{'key': '/authors/OL398206A'}],Glen Duncan,,,,[569651],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st American ed.,,,,['Fiction.'],['IA107417'],,['178123'],,['5733'],['0802170048'],,,/books/OL3308888M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T23:46:22.150663,8,['PR6104.U535 D43 2004'],['2004056727'],,,,/type/text,"Originally published: Great Britain: Scribner, 2004.",304.0,deathofordinarym00dunc,,['56367694'],,304 p. ;,,,nyu,2004,['New York'],['Black Cat'],8,,['ia:deathofordinarym00dunc'],,,"['Death -- Fiction.', 'Secrecy -- Fiction.', 'Funeral rites and ceremonies -- Fiction.']",,,Death of an ordinary man,,,,/type/edition,,,,,,,[{'key': '/works/OL2720807W'}]
0,[{'key': '/authors/OL30266A'}],Ian Rankin.,,,,[1472340],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,['Fiction.'],,,['2775508'],,,['0786269774'],,,/books/OL3309472M,[{'key': '/languages/eng'}],/type/datetime,2010-08-17T03:19:58.793170,5,['PR6068.A57 W57 2004b'],['2004057979'],,,,,,677.0,,,,,677 p. (large print) ;,,,meu,2004,"['Waterville, Me']",['Thorndike Press'],5,"['Thorndike Press large print core', 'Thorndike Press large print core series.']",,,,"['Government investigators -- Fiction.', 'Fugitives from justice -- Fiction.', 'Women spies -- Fiction.', 'Assassins -- Fiction.', 'Large type books.']",,,Witch hunt,,,,/type/edition,,,,,,,[{'key': '/works/OL483818W'}]
0,[{'key': '/authors/OL1394436A'}],by Megan Johnson.,,,,[1630480],,,,,,,['811/.6'],,,,,,,,['1213857'],,,['087745924X'],,,/books/OL3310276M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:43:35.206409,4,['PS3610.O366 W35 2005'],['2004059828'],,,,,,,,,,,p. cm.,,,nyu,2005,['Iowa City'],['University of Iowa Press'],4,['The Iowa poetry prize'],,,,,,,waiting,The ,,,/type/edition,,,,,,,[{'key': '/works/OL5735820W'}]
0,[{'key': '/authors/OL548969A'}],Mary Anne Mohanraj.,,,,[35810],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],['IA142608'],['bodiesinmotionst00moha'],['595852'],,['47403'],['0060781181'],,,/books/OL3310333M,[{'key': '/languages/eng'}],/type/datetime,2011-10-24T18:46:27.730857,6,['PS3563.O34 B63 2005'],['2004059942'],,,,,,278.0,,,,,278 p. ;,,,nyu,2005,['New York'],['HarperCollinsPublishers'],6,,['ia:bodiesinmotionst00moha'],['Sri Lanka'],,"['Sri Lankan Americans -- Fiction.', 'Sri Lanka -- Fiction.']",stories,,Bodies in motion,,,,/type/edition,,,,,,,[{'key': '/works/OL3371479W'}]
0,[{'key': '/authors/OL62888A'}],Richard Marcinko and Jim DeFelice.,"['DeFelice, James.']",,,[476454],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],['IA173301'],['roguewarriorveng00marc'],['579759'],,['470131'],['0743422473'],,,/books/OL3310621M,[{'key': '/languages/eng'}],/type/datetime,2011-10-26T00:20:39.084319,7,['PS3563.A6362 R646 2005'],['2004060780'],,,,,,394.0,,,['57237386'],['Vengeance'],394 p. ;,,,nyu,2005,['New York'],['Atria'],7,,['ia:roguewarriorveng00marc'],,,"['Rogue Warrior (Fictitious character) -- Fiction.', 'Special forces (Military science) -- Fiction.', 'Terrorism -- Prevention -- Fiction.']",,,Rogue Warrior--Vengeance,,,,/type/edition,,,,,,,[{'key': '/works/OL764300W'}]
0,[{'key': '/authors/OL239432A'}],Camille Minichino.,,,,[180343],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,['Fiction.'],['IA171201'],['nitrogenmurderp00mini'],['275580'],,['1691286'],['0312333838'],['9780312333836'],,/books/OL3312007M,[{'key': '/languages/eng'}],/type/datetime,2012-02-02T12:57:05.730421,8,['PS3563.I4663 N58 2005'],['2004065375'],,,,,,274.0,nitrogenmurderp00mini,,,,274 p. ;,,,nyu,2005,['New York'],"[""Thomas Dunne Books/St. Martin's Minotaur""]",8,,['ia:nitrogenmurderp00mini'],['California'],,"['Lamerino, Gloria (Fictitious character) -- Fiction.', 'Security classification (Government documents) -- Fiction.', 'Women physicists -- Fiction.', 'Missing persons -- Fiction.', 'Weddings -- Fiction.', 'California -- Fiction.']",a periodic table mystery,,The nitrogen murder,,,,/type/edition,,,,,,,[{'key': '/works/OL1989083W'}]
0,[{'key': '/authors/OL265395A'}],James Glen Stovall.,,,,[1146253],,/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.066302'],6th ed.,,,,,,,['2682539'],,['853582'],['0205449727'],,,/books/OL3312353M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T15:19:02.897703,5,['P96.A86 S8 2006'],['2004066439'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,mau,2006,['Boston'],['Pearson/Allyn & Bacon'],5,,,,,"['Mass media -- Authorship.', 'Report writing.']",,,Writing for the mass media,,,,/type/edition,,,,,,,[{'key': '/works/OL2128096W'}]
0,[{'key': '/authors/OL1395134A'}],Robert Newcomb.,,,,[210411],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,,['IA174101'],['scrollsofancient00newc'],['1122680'],,['486997'],['0345448960'],,,/books/OL3312559M,[{'key': '/languages/eng'}],/type/datetime,2012-04-06T03:39:01.902100,9,['PS3614.E58 S35 2004'],['2004092243'],,,,/type/text,Maps on lining papers.,531.0,scrollsofancient00newc,,['55619333'],,531 p. :,,,nyu,2004,['New York'],['Del Rey'],9,"['The chronicles of blood and stone ;', 'v. 3']",['ia:scrollsofancient00newc'],,,,,,The scrolls of the ancients,,,,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random056/2004092243.html', 'http://www.loc.gov/catdir/samples/random051/2004092243.html', 'http://www.loc.gov/catdir/description/random052/2004092243.html']","['http://www.loc.gov/catdir/bios/random056/2004092243.html', 'http://www.loc.gov/catdir/samples/random051/2004092243.html', 'http://www.loc.gov/catdir/description/random052/2004092243.html']",,,,[{'key': '/works/OL5739061W'}]
0,[{'key': '/authors/OL1390391A'}],Lisa Rhoades.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.6'],,,,,,,,['6063986'],,['5997689'],['1890044148'],,,/books/OL3319701M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,5,['PS3618.H6235 I58 2003'],['2004271262'],,,,/type/text,"""Winner of the 2002 Riverstone Poetry Chapbook Award""--P. 4 of cover.",39.0,,,['56942482'],,39 p. ;,,,azu,2003,"['Carefree, AZ']","['Riverstone, A Press For Poetry']",5,,,,,,poems,,Into grace,,,,/type/edition,,,,,,,[{'key': '/works/OL5716614W'}]
0,[{'key': '/authors/OL25978A'}],"author, L.E. McCullough ; illustrator, Mark Mason ; editor, Kathy Rogers.","['Rogers, Kathy.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['812/.54'],,,,,['Juvenile drama.'],,,"['3474298', '5491294']",,['8696864'],"['1564722406', '1564722414', '1564722422', '1564722430']",,,/books/OL3321085M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T15:29:27.736557,4,['PS625.5 .M39 2003'],['2004273523'],,,,/type/text,"""Grades 3-6""--Cover.
""Four easy-to-perform plays--curriculum-based""--Cover.",,,,,,4 v. :,,,cau,2003,"['Dana Point, CA']",['Edupress'],4,,,['United States'],,"[""Children's plays, American."", 'Drama in education.', 'Civilization, Ancient -- Juvenile drama.', 'United States -- Juvenile drama.']",,"[{'value': '[v. 1] Ancient civilizations', 'type': '/type/text'}, {'value': '[v. 2] Early America', 'type': '/type/text'}, {'value': '[v. 3] America in the 1800s', 'type': '/type/text'}, {'value': '[v. 4] American biographies.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Classroom plays for social studies,,,,/type/edition,,,,,,,[{'key': '/works/OL14926332W'}]
0,[{'key': '/authors/OL19613A'}],Ian Gregson.,,,,[2401353],,/type/datetime,2008-04-01T03:28:50.625462,,,,['809/.9113'],,,,,,,,['251522'],,['3822071'],['0340813717'],,,/books/OL3322057M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T15:32:39.724780,6,['PN771 .G734 2004'],['2004275589'],,,,/type/text,Includes bibliographical references (p. [179]-183) and index.,187.0,,,['56016795'],,"xvii, 187 p. :",,,enk,2004,"['London', 'New York']","['Arnold', 'Distributed in the United States of America by Oxford University Press']",6,"['Contexts', 'Contexts (London, England)']","['marc:marc_records_scriblio_net/part15.dat:42034932:946', 'marc:marc_loc_updates/v35.i20.records.utf8:17571180:1167', 'marc:marc_ithaca_college/ic_marc.mrc:203301201:548']",,['20th century'],"['Literature, Modern -- 20th century -- History and criticism', 'Postmodernism (Literature)']",,,Postmodern literature,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1400766A'}],Mina Ford.,,,,[217091],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.92'],1st North American ed.,,,,['Fiction.'],,,['246106'],,['165796'],['0373250541'],,,/books/OL3326897M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T15:41:04.190051,5,['PR6106.O744 M9 2004'],['2004300883'],,,,,,361.0,,,['54852327'],,361 p. ;,,,onc,2004,"['Don Mills, Ont']",['Red Dress Ink'],5,,,,,['Weddings -- Fiction.'],,,My fake wedding,,,,/type/edition,,,,,,,[{'key': '/works/OL5756750W'}]
0,[{'key': '/authors/OL32943A'}],William Allan.,,,,[455254],,/type/datetime,2008-04-01T03:28:50.625462,,,,['882/.01'],,,,,,,,['1504'],,['4317411'],['071563187X'],,,/books/OL3345472M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T15:46:24.181528,5,['PA3973.M43 A55 2002'],['2004353279'],,,,/type/text,Includes bibliographical references (p. 135-137) and index.,143.0,,,['50102149'],,143 p. ;,,,enk,2002,['London'],['Duckworth'],5,['Duckworth companions to Greek and Roman tragedy'],,,,"['Euripides.', 'Medea (Greek mythology) in literature.']",Medea,,Euripides,,,,/type/edition,,,,,,,[{'key': '/works/OL495409W'}]
0,[{'key': '/authors/OL1409482A'}],Dagmar Wieser.,,,,[4251712],,,,,,,['848/.709'],,,,,,,,['5289105'],,,['2600008756'],,,/books/OL3349469M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:44:27.689481,4,['PQ2260.G36 Z93 2004'],['2004364703'],,,,/type/text,"Includes bibliographical references (p. [381]-395) and index.
Originally presented as the author's thesis (doctoral)--Universität Bern, 1998.",408.0,,,,,408 p. ;,,,sz ,2004,['Genève'],['Droz'],4,"['Histoire des idées et critique littéraire,', 'v. 412']",,,,"['Nerval, Gérard de, 1808-1855 -- Criticism and interpretation.', 'Loss (Psychology) in literature.']",une poétique du deuil à l'âge romantique,,Nerval,,,,/type/edition,,,,,,,[{'key': '/works/OL5774331W'}]
0,,sous la direction de Jacques Wagner.,"['Wagner, Jacques.']",,,[2188933],,/type/datetime,2008-04-01T03:28:50.625462,,,,['848/.509'],,,,,,,,['4466044'],,,['2909744213'],,,/books/OL3351396M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:44:27.689481,4,['PQ2005.Z5 M36 2003'],['2004371574'],,,,/type/text,"Includes bibliographical references (p. 225-235).
These texts have been reassembled from those presented in 1999 in honor of Marmontel's commemoration by the French Ministry of Culture.",239.0,,,['53348373'],"['Jean-François Marmontel, un intellectuel exemplaire au siècle des lumières']",239 p. :,,,fr ,2003,['[Tulle]'],['Mille Sources'],4,,"['marc:marc_records_scriblio_net/part15.dat:70355251:986', 'marc:marc_loc_updates/v38.i02.records.utf8:5167156:992']",,,"['Marmontel, Jean François, 1723-1799']",,,"Marmontel, un intellectuel exemplaire au siècle des Lumières",,,,/type/edition,,,,,,,
0,,textes édités par Romain Vaissermann.,"['Vaissermann, Romain.']",,,[2163249],,,,,,,['848/.91209'],,,,,,,,['3213303'],,,['2728803072'],,,/books/OL3362501M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:44:27.689481,3,['PQ2631.E25 Z5365 2004'],['2004422032'],,,,/type/text,Includes bibliographical references.,332.0,,,['54485950'],,332 p. ;,,,fr ,2004,['Paris'],"[""Rue d'Ulm""]",3,['Collection Figures normaliennes'],,,,"['Péguy, Charles, 1873-1914 -- Criticism and interpretation.', 'Péguy, Charles, 1873-1914 -- Political and social views.']",,,"Charles Péguy, l'écrivain et le politique",,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1420463A'}],Edgar O. Lake.,,,,[2123914],,,,,,,['813/.6'],,,,,['Fiction.'],,,['897236'],,,['1932077650'],,,/books/OL3378490M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:45:00.972967,4,['PR9275.A583 L35 2004'],['2004484168'],,,,,,183.0,,,,,183 p. :,,,enk,2004,['London'],['Athena Press'],4,,,['Antigua'],,['Antigua -- Fiction.'],,,Devil's Bridge,The ,,,/type/edition,,,,,,,[{'key': '/works/OL5797448W'}]
0,[{'key': '/authors/OL37436A'}],Geoffrey Chaucer ; edited with an introduction and notes by Barry Windeatt.,"['Windeatt, B. A. 1950-']",,,[102936],,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.1'],,,,,,,,['481369'],,['44326'],['0140424210'],,,/books/OL3383805M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T16:00:42.105416,7,['PR1895 .W56 2003'],['2004559867'],,,,/type/text,Includes bibliographical references (p. [liv]-lvi).,561.0,,,,,"lxx, 561 p. ;",,,enk,2003,"['London', 'New York']",['Penguin Books'],7,['Penguin classics'],"['marc:marc_records_scriblio_net/part15.dat:101260307:908', 'marc:marc_loc_updates/v35.i20.records.utf8:18533771:1129']",['Troy (Extinct city)'],,"['Troilus (Legendary character) -- Poetry', 'Cressida (Fictitious character) -- Poetry', 'Trojan War -- Poetry', 'Troy (Extinct city) -- Poetry']",,,Troilus and Criseyde,,,,/type/edition,,,,,,,[{'key': '/works/OL531509W'}]
0,,edited by Thomas Fahy.,"['Fahy, Thomas Richard.']",,,[542093],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"""This collection of essays on the work of Aaron Sorkin affords greater insight into the complexities of his writing, drawing connections between the film and television output of today's most prominent and influential screenwriter""--Provided by publisher.",['812/.54'],,,,,,,,['98721'],,['2541504'],['0786421207'],,,/books/OL3391635M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T16:06:26.058741,5,['PN1992.4.S62 C66 2005'],['2005000091'],,,,/type/text,"Includes bibliographical references and index.
""Sorkin's works for film and television"": p. 211-218.",223.0,,,,,"vi, 223 p. :",,,ncu,2005,"['Jefferson, N.C']",['McFarland & Co.'],5,,,,,"['Sorkin, Aaron -- Criticism and interpretation.']","essays on the politics, poetics, and sleight of hand in the films and television series","[{'value': 'An interview with Aaron Sorkin / Thomas Fahy', 'type': '/type/text'}, {'value': 'Mannerist noir / Robert F. Gross', 'type': '/type/text'}, {'value': 'In plain view and the dark unknown / Susann Cokal', 'type': '/type/text'}, {'value': 'Athletes, grammar geeks, and porn stars / Thomas Fahy', 'type': '/type/text'}, {'value': 'A phantom fly and frightening fish / Douglas Keesey', 'type': '/type/text'}, {'value': 'His girl Friday (and every day) / Kirstin Ringelberg', 'type': '/type/text'}, {'value': 'Depictions of the U.S. military / Fiona Mills', 'type': '/type/text'}, {'value': 'Giving propaganda a good name / Ann C. Hall', 'type': '/type/text'}, {'value': 'Handling the truth / Spencer Downing', 'type': '/type/text'}, {'value': 'Virtue from vice / Nathan A. Paxton', 'type': '/type/text'}, {'value': 'Women of the West Wing / Laura K. Garrett', 'type': '/type/text'}, {'value': 'The Republic of Sorkin / John Nein.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Considering Aaron Sorkin,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip055/2005000091.html'],['http://www.loc.gov/catdir/toc/ecip055/2005000091.html'],,,,
0,[{'key': '/authors/OL1424522A'}],Hanna Wallinger.,,,,[1555701],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['818/.409', 'B']",,,,,['Biography.'],,,['502661'],,['4090100'],['0820327042'],,,/books/OL3392173M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T16:07:23.239652,6,['PS1999.H4226 Z94 2005'],['2005001135'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,gau,2005,['Athens'],['University of Georgia Press'],6,,,['United States.'],"['19th century', '20th century']","['Hopkins, Pauline E.', 'Authors, American -- 19th century -- Biography.', 'Authors, American -- 20th century -- Biography.', 'African American women -- Intellectual life.', 'Women and literature -- United States.', 'African American authors -- Biography.', 'African Americans in literature.']",a literary biography,"[{'value': 'Background and beginnings', 'type': '/type/text'}, {'value': 'Performances and Peculiar Sam', 'type': '/type/text'}, {'value': 'The Colored American magazine', 'type': '/type/text'}, {'value': 'The use of pseudonyms', 'type': '/type/text'}, {'value': 'Booker T. Washington and famous men', 'type': '/type/text'}, {'value': ""The Black woman's era"", 'type': '/type/text'}, {'value': 'The voices of the dark races', 'type': '/type/text'}, {'value': 'The values of race literature', 'type': '/type/text'}, {'value': 'Contending forces of the slave past', 'type': '/type/text'}, {'value': ""Hagar's beautiful daughters"", 'type': '/type/text'}, {'value': 'Winona, manhood, and heroism', 'type': '/type/text'}, {'value': 'Of one blood and the future African American', 'type': '/type/text'}, {'value': 'Folk characters and dialect writing', 'type': '/type/text'}, {'value': 'Short stories in the Colored American magazine', 'type': '/type/text'}, {'value': 'On the platform with prominent speakers', 'type': '/type/text'}, {'value': 'The New era magazine', 'type': '/type/text'}, {'value': 'The late years.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Pauline E. Hopkins,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip056/2005001135.html'],['http://www.loc.gov/catdir/toc/ecip056/2005001135.html'],,,,[{'key': '/works/OL5814643W'}]
0,[{'key': '/authors/OL25474A'}],Carol Otis Hurst ; with illustrations by Kay Life.,"['Life, Kay, ill.']",,,[394857],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Twelve-year-old Frank witnesses his mother's struggles to muster support for women's right to vote even as the family's life is transformed by a year running a lodge in western Massachusetts in the early 1920s.,['[Fic]'],,,,,"['Juvenile fiction.', 'Fiction.']",['IA178201'],['youcometoyokum00hurs'],['1824560'],,['1514580'],['0618551220'],['9780618551224'],,/books/OL3392230M,[{'key': '/languages/eng'}],/type/datetime,2012-05-16T13:10:34.664553,9,['PZ7.H95678 Yo 2005'],['2005001228'],,,,/type/text,"""Walter Lorraine books.""",137.0,youcometoyokum00hurs,,,,137 p. :,,,mau,2005,['Boston'],['Houghton Mifflin'],9,,['ia:youcometoyokum00hurs'],"['Massachusetts', 'United States']",['20th century'],"['Women -- Suffrage -- United States -- Juvenile fiction.', 'Women -- Suffrage -- Fiction.', 'Feminists -- Fiction.', 'Family life -- Massachusetts -- Fiction.', 'Hotels, motels, etc. -- Fiction.', 'Massachusetts -- History -- 20th century -- Fiction.']",,,You come to Yokum,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip057/2005001228.html'],['http://www.loc.gov/catdir/toc/ecip057/2005001228.html'],,,,[{'key': '/works/OL451691W'}]
